NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HALLMARK_APICAL_JUNCTION	HALLMARK_APICAL_JUNCTION	Details ...	222	0.32771072	1.5966395	0.0	0.010220746	0.087	5032	tags=36%, list=24%, signal=47%	
HALLMARK_ESTROGEN_RESPONSE_EARLY	HALLMARK_ESTROGEN_RESPONSE_EARLY	Details ...	224	0.32660127	1.5868478	0.0015197569	0.010602789	0.098	3543	tags=25%, list=17%, signal=30%	
HALLMARK_APICAL_SURFACE	HALLMARK_APICAL_SURFACE	Details ...	59	0.40490437	1.5841125	0.007142857	0.009899827	0.099	4827	tags=44%, list=23%, signal=57%	
HALLMARK_IL6_JAK_STAT3_SIGNALING	HALLMARK_IL6_JAK_STAT3_SIGNALING	Details ...	98	0.36839142	1.5840739	0.0	0.009192696	0.099	4579	tags=37%, list=22%, signal=47%	
HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	Details ...	191	0.3317254	1.5808322	0.0015503876	0.008894922	0.103	4785	tags=35%, list=23%, signal=45%	
HALLMARK_CHOLESTEROL_HOMEOSTASIS	HALLMARK_CHOLESTEROL_HOMEOSTASIS	Details ...	87	0.36891735	1.5511388	0.008278145	0.011333415	0.137	4826	tags=32%, list=23%, signal=42%	
HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	Details ...	199	0.31845945	1.5450058	0.0	0.012139447	0.156	4387	tags=31%, list=21%, signal=39%	
HALLMARK_ANGIOGENESIS	HALLMARK_ANGIOGENESIS	Details ...	38	0.4360708	1.5444582	0.0302521	0.011556144	0.157	3514	tags=39%, list=17%, signal=48%	
HALLMARK_ALLOGRAFT_REJECTION	HALLMARK_ALLOGRAFT_REJECTION	Details ...	182	0.31559122	1.489865	0.003267974	0.018661585	0.258	4579	tags=31%, list=22%, signal=39%	
HALLMARK_PANCREAS_BETA_CELLS	HALLMARK_PANCREAS_BETA_CELLS	Details ...	41	0.39179957	1.4437006	0.05061082	0.028220413	0.366	3237	tags=27%, list=16%, signal=32%	
HALLMARK_UV_RESPONSE_DN	HALLMARK_UV_RESPONSE_DN		168	0.2997071	1.4002666	0.012944984	0.04220247	0.511	4831	tags=29%, list=23%, signal=38%	
HALLMARK_HYPOXIA	HALLMARK_HYPOXIA		236	0.27872777	1.3462636	0.01884058	0.06658073	0.692	4756	tags=30%, list=23%, signal=38%	
HALLMARK_WNT_BETA_CATENIN_SIGNALING	HALLMARK_WNT_BETA_CATENIN_SIGNALING		46	0.36028713	1.3417376	0.094827585	0.06690432	0.707	6394	tags=43%, list=31%, signal=63%	
HALLMARK_PROTEIN_SECRETION	HALLMARK_PROTEIN_SECRETION		103	0.27962765	1.215747	0.12600969	0.19086167	0.979	6833	tags=38%, list=33%, signal=56%	
HALLMARK_TGF_BETA_SIGNALING	HALLMARK_TGF_BETA_SIGNALING		61	0.3045447	1.2042878	0.18198198	0.20111507	0.984	6039	tags=36%, list=29%, signal=51%	
FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP		79	0.2898078	1.1958385	0.15017667	0.20779586	0.988	4048	tags=25%, list=20%, signal=31%	
HALLMARK_ESTROGEN_RESPONSE_LATE	HALLMARK_ESTROGEN_RESPONSE_LATE		241	0.2401285	1.1813821	0.11295181	0.22248596	0.993	3794	tags=22%, list=18%, signal=27%	
HALLMARK_NOTCH_SIGNALING	HALLMARK_NOTCH_SIGNALING		34	0.3317744	1.1445601	0.26895306	0.27966547	0.999	6569	tags=41%, list=32%, signal=60%	
HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_TNFA_SIGNALING_VIA_NFKB		211	0.23003392	1.1180052	0.21779141	0.32340342	0.999	4472	tags=27%, list=22%, signal=34%	
HALLMARK_UV_RESPONSE_UP	HALLMARK_UV_RESPONSE_UP		199	0.22823298	1.1017408	0.25274727	0.34871536	1.0	3999	tags=23%, list=19%, signal=28%	
HALLMARK_INTERFERON_ALPHA_RESPONSE	HALLMARK_INTERFERON_ALPHA_RESPONSE		100	0.24843428	1.0740117	0.3338983	0.401972	1.0	4037	tags=25%, list=20%, signal=31%	
HALLMARK_APOPTOSIS	HALLMARK_APOPTOSIS		178	0.2277377	1.0736052	0.28615385	0.39023232	1.0	4096	tags=23%, list=20%, signal=29%	
HALLMARK_HEME_METABOLISM	HALLMARK_HEME_METABOLISM		205	0.21984443	1.0589619	0.32348597	0.4130437	1.0	6018	tags=36%, list=29%, signal=50%	
HALLMARK_GLYCOLYSIS	HALLMARK_GLYCOLYSIS		234	0.21535335	1.05485	0.31905466	0.4102671	1.0	4630	tags=24%, list=23%, signal=31%	
HALLMARK_PEROXISOME	HALLMARK_PEROXISOME		126	0.23212911	1.0423092	0.38497654	0.42629448	1.0	4057	tags=23%, list=20%, signal=28%	
HALLMARK_MYOGENESIS	HALLMARK_MYOGENESIS		240	0.20524059	1.0034109	0.45297804	0.50898	1.0	4048	tags=24%, list=20%, signal=30%	
HALLMARK_FATTY_ACID_METABOLISM	HALLMARK_FATTY_ACID_METABOLISM		180	0.20799989	0.98792183	0.47058824	0.53320175	1.0	5276	tags=24%, list=26%, signal=33%	
HALLMARK_PI3K_AKT_MTOR_SIGNALING	HALLMARK_PI3K_AKT_MTOR_SIGNALING		122	0.20655413	0.92541534	0.6296875	0.68471247	1.0	4307	tags=23%, list=21%, signal=29%	
HALLMARK_ANDROGEN_RESPONSE	HALLMARK_ANDROGEN_RESPONSE		116	0.20380509	0.898752	0.6803279	0.73469317	1.0	4930	tags=25%, list=24%, signal=33%	
HALLMARK_ADIPOGENESIS	HALLMARK_ADIPOGENESIS		246	0.13534378	0.664123	0.99847794	1.0	1.0	3712	tags=16%, list=18%, signal=20%	
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY		51	0.15455472	0.59820175	0.9808696	0.9968017	1.0	3198	tags=16%, list=16%, signal=19%	
